134	23967
163976	16379
163976	12501
163976	79424
163976	1515
163976	42355
163976	106559
163976	94667
163976	105633
163976	52179
163976	4812
131212	26593
131212	107511
131212	27975
131212	74273
131212	159623
131212	156486
131212	25339
144	128864
144	92396
163984	10097
163984	18569
131221	16379
131221	89618
131221	46844
131221	69817
131221	66552
131221	79545
131221	144847
131221	105633
32918	86875
32918	158605
32918	87371
65687	137445
65687	131584
65687	135105
65687	37361
65687	9592
65687	141707
65687	57059
65687	34841
65687	75890
65687	30465
65687	98619
65687	81754
65687	141203
65687	135000
65687	88064
65687	154551
65687	54481
65687	5010
65687	89017
65687	129563
65687	96034
65687	9334
65687	49210
65687	35079
65687	35398
65687	83324
65687	45138
65687	15078
65687	23780
65687	57345
65687	55444
65687	12935
65687	46046
65687	86504
65687	89111
65687	52179
65687	110321
65687	127560
65687	96684
65687	56529
65687	146318
65687	77141
65687	64648
65687	68936
65687	114682
65687	167194
65687	51388
65687	145237
65687	68258
65687	163783
65687	146077
65687	76034
65687	27923
65687	133047
65687	8905
65687	62162
65687	156441
65687	39141
65687	165574
65687	5607
65687	114869
65687	72122
65687	83191
65687	149336
65687	13114
65687	129092
65687	163585
65687	50591
65687	138024
65687	13704
65687	98704
65687	45059
65687	38110
65687	165658
65687	113528
65687	42592
65687	100903
65687	142036
65687	95558
65687	139978
65687	50393
65687	54295
65687	14110
65687	144517
65687	159316
65687	21418
65687	4436
131227	137899
131227	134979
131227	161886
131227	152394
131227	72884
131227	148301
131227	98619
131227	83691
131227	128864
131227	46844
131227	38568
131227	100305
131227	25380
131227	65338
131227	134028
163997	151080
163997	164609
163997	132759
163997	123494
131233	113417
131233	165725
131233	160440
131233	153591
131233	47245
131233	121838
131233	8176
131233	128864
131233	36429
131233	163601
131233	1515
131233	128386
131233	96885
131233	91527
131233	80844
131233	138024
131233	9264
131233	16501
131233	58803
131233	160718
131233	58078
131233	137083
131233	100087
131233	59322
131233	136690
131233	46032
131233	56427
131233	76367
131233	22050
131233	166912
131233	78630
164004	147690
164004	97391
164004	4288
164004	57765
164006	12456
164006	2933
164006	57765
167	7956
98475	162374
98475	152394
98475	44902
98475	32413
98475	39190
98475	163004
98475	8176
98475	106493
98475	22887
98475	128864
98475	91040
98475	157911
98475	161450
98475	94343
98475	159774
98475	106559
98475	164556
98475	113114
98475	33256
98475	55936
98475	100753
172	16379
172	100124
172	56042
131244	151080
175	113417
175	65131
175	39372
175	161962
175	23195
175	46844
175	70198
175	46284
175	141958
175	12270
164015	89572
164015	58399
164015	75748
164015	10396
164017	125387
164017	20736
164017	67179
164017	652
164017	158220
131250	39372
131250	108809
131250	104944
131250	133052
131250	67056
131250	19296
164020	85649
131253	108809
131253	24283
131253	37086
131253	27027
182	56752
98485	24310
98485	83691
98485	149433
98485	17933
98485	128864
98485	9334
98485	17530
98485	147379
98485	111475
98485	130006
98485	11694
98485	7524
98485	2505
98485	7366
98485	462
98485	124021
98485	1629
98485	166266
98485	129837
131257	16379
131257	151944
131257	137899
131257	85604
131257	65131
131257	60834
131257	39372
131257	161962
131257	89020
131257	72283
131257	148301
131257	83691
131257	46900
131257	108809
131257	97770
131257	103961
131257	45726
131257	10488
131257	16421
131257	50009
131257	132098
131257	58442
131257	159592
131257	159531
131257	22887
131257	130387
131257	89528
131257	79945
131257	18598
131257	53657
131257	24541
131257	159371
131257	157088
131257	67056
131257	121206
131257	21199
131257	144847
131257	55008
131257	113380
131257	123494
98489	89631
98489	152348
98489	149929
98489	146515
98489	29719
98489	128616
164028	121486
189	47245
189	125709
189	147960
189	161962
189	65131
189	71308
189	131264
189	98619
189	100305
189	158415
189	161886
189	53909
189	162616
189	140600
189	69838
189	120504
189	56035
189	110585
189	535
189	38534
189	36905
189	10799
131264	89631
131264	54605
131264	157881
131264	63632
131264	98663
131264	69838
131264	49657
131264	71308
131264	25676
131264	160964
131264	125709
131264	161962
131264	166470
131264	117857
131264	96285
131264	147955
131264	52287
131264	126602
131264	39662
131264	87149
131264	152566
131264	139352
131264	157272
131264	162610
131264	37662
131264	87251
131264	74749
131264	38568
131264	72418
131264	156086
131264	61536
131264	58498
131264	163740
131264	36519
131264	149610
131264	156176
131264	118857
131264	42320
131264	56899
131264	86532
131264	83323
131264	113200
131264	133111
131264	156327
131264	122019
131264	66343
131264	65338
131264	26150
131264	142513
131264	100305
131264	44859
131264	158982
131264	71705
131264	58735
131264	38566
65732	7036
65732	71562
32967	137899
32967	52818
32967	98836
32967	92572
32967	131282
32967	28121
32967	8176
32967	45712
32967	117557
32967	159774
32967	117818
32967	119798
32967	78555
32967	64643
32967	56812
32967	98671
32967	17077
32967	146543
32967	77687
32967	147670
32967	144923
32967	79815
32967	127415
32967	16117
32967	27868
32967	78708
32967	29089
98505	165082
98505	104326
98505	121166
164041	8176
131277	60130
131277	15571
131277	113927
131277	107966
131277	52317
131279	46823
98511	16379
98511	51716
98511	165361
98511	149780
98511	23195
98511	158415
98511	29420
98511	52148
98511	134979
98511	7564
98511	19421
131282	113417
131282	39372
131282	152738
131282	7011
131282	8374
131282	65098
131282	82100
131282	146025
131282	994
131282	77813
32978	50009
32978	104963
164050	69838
164050	83691
164050	38166
164050	155603
164050	125699
164050	132759
164050	47250
164050	140445
164050	67586
32981	83691
32981	108809
32981	45732
32981	132759
32982	162879
32983	26968
32983	49208
32983	148248
32983	48188
32983	68760
32983	76603
32983	39190
32983	89055
32983	17588
32983	99923
32983	9133
32983	71396
32983	22720
32983	72349
32983	13124
32983	40288
32983	71166
32983	50980
32983	121252
32983	16421
32983	102076
32983	104604
32983	43599
32983	126970
32983	137371
32983	10669
32983	63769
32983	161854
32983	107185
32983	147174
32983	71288
32983	92730
32983	111286
32983	100593
32983	47578
32983	58251
32983	99309
32983	39662
32983	79945
32983	9376
32983	124932
32983	10527
32983	92885
32983	39975
32983	120103
32983	140266
32983	167781
32983	94518
32983	134334
32983	13056
32983	118601
32983	105325
32983	41544
32984	113417
32984	39372
32984	22887
32984	39097
164057	30375
216	12501
32990	141810
32990	24743
225	16379
225	100124
225	75077
225	67946
225	36590
225	114714
225	86984
32994	128864
32994	117858
164069	165361
164069	125445
164069	144592
164069	106724
164069	151848
164069	26758
164069	154500
164069	115262
164069	29420
164069	79424
164069	40518
164069	89618
164069	91040
164069	92983
164069	17963
164069	38406
164069	63964
164069	120841
164069	21640
164069	104255
164069	80452
164069	73569
164069	136146
164069	94265
164069	96481
164069	110686
164069	72738
164069	58383
164069	115458
164069	132532
164069	37157
164069	55300
164069	44737
164069	77105
98534	163516
231	78804
231	145631
232	86748
232	52543
232	60521
164075	111342
164075	126844
238	113417
238	161962
238	110194
238	12456
238	97391
238	162492
238	53904
238	156176
238	30735
98545	60834
98545	20736
98545	7235
98545	91147
98545	147180
98545	67056
98545	48804
98545	56303
98545	9798
242	43538
242	40739
242	52631
242	114170
242	30840
242	13124
242	156075
242	82411
242	54622
242	158936
242	71875
242	102724
242	72940
242	30601
242	140660
242	1141
242	65969
242	79771
242	134927
242	49765
242	108412
242	76799
242	126874
242	120103
242	73549
242	102848
242	119689
242	73960
242	17687
242	94777
242	160407
242	13275
243	8176
243	128864
243	153893
65790	39223
65790	7235
65790	88103
65790	134614
65790	48232
65790	15792
65790	9334
65790	139764
65790	87203
65790	57224
65790	55292
65790	61587
258	108809
258	94343
258	53657
258	36176
258	97934
33025	5875
33025	68829
33025	69057
33025	138996
33025	96956
33025	167446
33025	124728
33025	74038
33025	62853
33025	93622
33025	146354
33025	112918
33025	145026
33025	143813
259	72197
259	127156
259	123165
261	7098
261	30601
261	150228
261	21876
261	126360
261	13275
261	65089
261	17687
261	4569
261	68800
261	110346
261	137405
261	75424
98567	160982
98567	8176
98567	96202
65802	39372
65802	98637
269	80662
269	166174
269	13874
269	61808
269	80797
269	18004
269	81860
269	21116
269	104832
269	102284
269	102208
269	54246
269	51096
269	58543
269	128929
269	146419
269	72392
269	44393
269	88825
269	70862
269	110152
269	75585
98575	41240
65810	62720
65810	54318
65810	62994
65810	10356
65810	1264
65810	107793
33044	53288
33044	64867
33044	64356
33044	125034
33044	108751
33044	164157
33044	94667
33044	105633
33044	128108
33044	104580
164117	83691
164117	8176
131353	167141
131353	16889
33051	100124
33051	90988
33051	22037
33051	159037
33051	77275
33051	23195
33051	110493
33051	9398
33051	13585
33051	36590
33051	132753
33051	158415
33051	27733
33051	75110
33051	16421
33051	46844
33051	29329
33051	157481
33051	92500
33051	149217
33051	32132
33051	113729
33051	106490
33051	165245
33051	103467
33051	12886
33051	158117
33051	112008
33051	122226
33051	3145
98588	134593
98588	99169
98588	71376
98588	2748
98588	89119
98588	128607
98588	109929
98588	142076
131355	145631
131355	114547
33055	16379
131360	102059
131360	60834
131360	23195
131360	112885
131360	73960
131360	43074
65825	142033
65825	97177
65825	122573
65825	154845
33058	122496
164124	11628
164124	112700
164124	136112
164124	116678
164124	7387
164124	166811
164124	124379
65829	96202
65829	128864
65829	128768
131364	90826
131364	85728
131364	163775
131364	127079
98598	152394
98598	161962
98598	150948
98598	128864
98598	5109
98598	107745
294	12501
131370	14300
131370	67576
131370	131925
98605	51716
98605	26453
98605	99824
98605	93883
98605	106638
98606	112752
98606	48188
98606	100092
98606	56042
98606	144408
98606	53925
98609	108809
98609	8176
98609	102493
98609	5208
98609	22887
98609	58272
98609	18598
33074	151246
33074	137254
164147	75077
164147	114983
164147	126373
65846	50978
65846	103593
65846	31123
65846	73960
98619	26226
98619	100109
98619	37361
98619	38587
98619	158908
98619	137899
98619	9370
98619	1927
98619	76184
98619	89821
98619	126578
98619	83848
98619	11564
98619	54605
98619	157881
98619	65131
98619	134979
98619	104558
98619	161962
98619	67547
98619	26453
98619	16346
98619	132647
98619	105167
98619	93214
98619	9431
98619	75890
98619	153628
98619	114571
98619	83691
98619	120804
98619	96285
98619	147955
98619	70233
98619	46844
98619	150131
98619	102089
98619	42294
98619	89944
98619	98277
98619	85212
98619	125748
98619	48657
98619	41682
98619	49586
98619	37806
98619	78563
98619	23831
98619	18387
98619	101369
98619	114974
98619	1877
98619	164157
98619	6927
98619	60658
98619	140994
98619	134811
98619	28384
98619	9736
98619	17933
98619	71787
98619	136332
98619	158195
98619	128949
98619	58715
98619	28424
98619	117024
98619	43591
98619	144418
98619	5749
98619	88099
98619	58721
98619	53386
98619	5010
98619	166326
98619	148411
98619	24801
98619	147744
98619	132600
98619	86048
98619	105826
98619	126807
98619	134883
98619	159446
98619	163173
98619	27625
98619	141275
98619	166168
98619	86137
98619	30288
98619	166339
98619	157093
98619	101212
98619	138474
98619	104546
98619	127327
98619	79533
98619	162616
98619	44253
98619	158227
98619	6632
98619	4436
98619	150687
98619	135613
98619	79432
98619	93462
98619	125445
98619	167151
98619	135527
98619	45005
98619	150923
98619	122224
98619	109929
98619	53515
98619	151606
98619	118857
98619	98710
98619	114983
98619	97112
98619	3711
98619	46654
98619	158496
98619	137442
98619	45835
98619	4058
131387	53288
131387	12501
131387	165361
131387	128864
131387	127073
131387	128486
98621	52818
164157	160982
164157	137899
164157	52818
164157	26453
164157	140203
164157	151080
164157	64867
164157	38610
164157	64356
164157	125034
164157	17933
164157	117557
164157	30288
164157	94343
164157	128108
164157	34109
164157	41410
164157	105633
164157	160716
317	96202
317	129236
131393	100109
131393	125445
131393	86875
131393	103961
131393	115241
131393	64762
131393	161364
131393	140052
131393	132187
131393	27099
131393	55001
131393	45060
131393	84356
131393	5325
131393	85277
131393	110020
131393	124536
131393	4594
131393	45672
131393	26544
65858	148301
65858	71583
65858	148402
65858	104514
65858	51153
65858	163736
98636	64667
33100	145366
33100	9313
98637	152394
98637	128864
98637	77697
98637	46706
98641	132858
98641	10097
98641	128864
98641	56042
98641	39372
98641	110194
98641	12456
98641	1189
98641	155673
98641	77925
98641	123798
131410	64197
131410	137899
131410	104558
131410	32413
131410	8176
131410	17933
131410	11113
131410	22887
131410	38568
131410	97472
339	7366
339	129374
339	2184
339	40934
339	18021
339	56299
98643	78027
98643	154486
98643	166670
98643	140192
33109	95127
33109	124337
33109	138996
33109	82663
33109	24426
33109	165765
33109	72069
33109	7928
33109	67230
33109	118565
33109	76834
33109	150030
33109	137162
337	11829
337	27766
65874	152394
65874	115200
65874	128864
65874	141810
65874	7343
33112	140880
33112	38945
33112	148235
346	125419
164186	75077
164186	8176
164186	159587
164186	66681
164186	67762
164186	59909
164186	109145
33124	15754
33124	102735
33124	129092
33124	104307
33124	137373
33124	154668
33124	147099
33124	93374
33124	49429
33124	9376
33124	159774
33124	106928
33124	37014
33124	1678
33124	120294
33124	139315
33124	152223
98663	89631
98663	100124
98663	151944
98663	117705
98663	54605
98663	157881
98663	56035
98663	47245
98663	125709
98663	51508
98663	161962
98663	166470
98663	117857
98663	65131
98663	144807
98663	49210
98663	96285
98663	71308
98663	666
98663	38568
98663	100305
98663	79424
98663	163004
98663	89299
98663	6927
98663	112885
98663	161886
98663	39662
98663	87251
98663	33717
98663	75890
98663	167500
98663	115860
98663	111009
98663	26453
98663	68843
98663	132557
98663	149500
98663	38534
98663	62666
98663	69838
98663	75635
98663	156611
98663	134979
98663	86532
98663	886
98663	160964
98663	153004
98663	118857
98663	127082
98663	24757
98663	92359
98663	121472
98663	99411
98663	45712
98663	160969
98663	149929
98663	66343
98663	164976
98663	137321
98663	25676
98663	141256
98663	14303
98663	54189
98663	89513
33128	113417
33128	16379
33128	100124
33128	24310
33128	104821
33128	117264
33128	60834
33128	147403
33128	7686
33128	161962
33128	26453
33128	80811
33128	21197
33128	141203
33128	70774
33128	22887
33128	144807
33128	49210
33128	29329
33128	109094
33128	46844
33128	117557
33128	79424
33128	119849
33128	64762
33128	143434
33128	1737
33128	12671
33128	53657
33128	140376
33128	6112
33128	68573
33128	13585
33128	94667
33128	96318
33128	156749
33128	165190
33128	73044
33128	143589
33128	59419
33128	79545
33128	57260
33128	75110
33128	121290
33128	85674
33128	120897
33128	12142
33128	45740
33128	98811
33128	55863
33128	156044
33128	82199
33128	99824
33128	11481
33128	113729
33128	2476
33128	62890
33128	93590
33128	33256
33128	87410
33128	72466
33128	140922
33128	7074
33128	154615
33128	19979
33128	127394
33128	149217
33128	110501
33130	148301
33130	95719
33130	87196
33130	74764
33130	63927
33130	103570
33130	42110
33130	154499
33130	128486
33130	42147
33130	23165
33130	79599
33130	53970
98669	161046
98671	137899
98671	152394
98671	83691
98671	1934
98671	137134
98671	119626
98671	128864
98671	71376
98671	143450
98671	60451
98671	55670
98671	29756
164211	137899
164211	34063
164211	71376
164211	29083
98676	83691
98676	108809
98676	46844
98676	54481
98676	41556
98676	4341
98676	33938
98676	45138
98676	114515
98676	30401
98676	95092
98676	62531
98676	147099
98676	72953
98676	90439
98676	129092
98676	122019
98676	104126
98676	68258
98676	87354
98676	28296
98676	138777
98676	138029
98676	18153
98676	94715
98676	76758
98676	145962
98676	33221
98676	141529
98676	142671
98676	8375
98676	94830
98676	61840
98676	114682
98676	81615
98676	7717
98676	141217
98676	12501
98676	79260
98676	89326
98676	57153
98676	27616
98676	101849
98676	90826
98676	119372
33142	39372
33142	10097
33142	159531
33142	153979
33142	76209
65908	8176
65908	157911
65908	159531
65908	22887
65908	38568
131452	113417
131452	39372
131452	10097
131452	23195
131452	141329
33152	81055
33152	15192
33152	9736
33152	42355
33152	81768
388	45059
388	142623
388	167446
388	24782
388	124728
388	4311
388	462
388	25425
388	30323
388	116303
164229	152394
164229	20152
164229	108809
164229	137032
164229	128864
164229	45732
164229	102770
98693	131787
98693	69817
98693	149789
98693	18598
98693	146203
98693	67917
33161	15189
33161	20391
33161	152692
397	90826
397	122182
98704	82663
98704	165005
98704	109814
98704	163585
98704	535
98710	88064
98710	51319
98710	22887
98710	79424
98710	77690
98710	11137
98710	65319
407	137899
407	108809
407	117557
407	47132
407	42592
131480	143895
131480	167782
131480	121862
131480	159531
131480	93586
131480	115680
131480	121206
131480	137448
131480	146299
131480	62853
131480	141889
131480	82716
131480	106638
131480	108422
131480	149348
65942	74377
65942	130387
65942	96204
65942	136889
65942	33682
98718	36030
65951	82794
33184	67478
33184	36356
33184	61808
33184	146328
33184	141203
33184	93671
33184	35785
33184	25821
33184	130027
33184	54222
33184	166086
33184	140091
33184	156472
33184	55113
33184	146227
33184	124728
33184	36905
33184	80574
33184	106758
33184	38320
33184	76486
33184	54522
33184	157190
33184	32735
33184	109550
33184	34448
33184	112804
33184	116330
33184	12064
33184	5597
33184	104731
33184	131679
65954	9592
65954	75077
65954	115200
65954	8234
65954	39190
65954	52631
65954	94234
65954	11850
65954	50978
65954	8553
65954	121862
65954	167151
65954	3711
65954	140660
65954	66174
65954	58251
65954	73113
65954	154734
65954	71163
65954	11775
65954	103593
65954	1754
65954	84134
65954	43591
65954	37521
65954	34973
65954	141256
65954	53386
65954	73960
65954	87095
65954	86439
65954	134619
65954	126874
65954	121782
65954	161768
131492	122711
131492	55936
164267	18220
164267	58543
164267	17029
164267	105733
164267	52246
164267	12249
98731	12501
33201	71308
33201	10097
33201	42294
33201	108809
33201	91040
33201	98051
65969	152394
65969	11850
65969	8553
65969	86834
65969	128864
65969	122937
65969	49328
164276	18935
164276	133047
164276	126564
164276	23144
33205	21428
33205	91040
33205	67762
33205	81997
33205	146735
33205	77785
33205	44197
98743	136129
164279	39190
164279	159531
164279	92664
164279	73706
33209	58486
33209	96524
33209	162152
33209	154647
33209	167445
33209	17517
33209	77157
33209	119924
33209	140052
444	152394
444	51508
444	20152
444	96718
444	17933
444	128864
444	24283
444	21810
444	71376
444	100305
444	17101
33210	108809
33210	8176
33210	129755
33221	141217
33221	128299
33221	67786
33221	18220
33221	44045
33221	21026
33221	126738
33221	61527
33221	54481
33221	15199
33221	90439
33221	145237
33221	114682
33221	145227
33221	35398
33221	87762
33221	41119
33221	101877
33221	4181
33221	149486
33221	62531
33221	41556
33221	86025
33221	76758
33221	61840
33221	4436
33221	149591
33221	68258
33221	154840
33221	142671
33221	72303
33221	148196
33221	121291
33221	12249
33221	121815
33221	91040
33221	58311
33221	45138
33221	119372
33221	104083
33221	162086
33221	122019
33221	101849
33221	2440
33221	94550
33222	129093
33222	9705
33222	105690
33222	154079
33222	87307
131527	113417
455	113417
455	39372
455	83691
455	128864
455	5109
455	30601
455	159774
455	78804
455	125585
455	54543
455	44971
65992	126738
65992	113251
65992	26294
65992	90855
65992	159215
164298	113417
164298	65131
164298	115241
164298	159531
164298	13704
164298	67056
131532	12501
131532	82411
65998	137899
65998	76184
65998	12501
65998	122588
65998	67141
65998	42844
65998	142623
65998	88564
65998	136458
65998	132759
65998	73688
65998	65271
462	75554
462	104620
462	58358
462	129374
462	50270
462	7366
462	148079
462	157156
462	13416
462	51020
164302	20303
164302	26886
164302	64888
164302	75042
98773	12501
98773	83691
98773	68653
33240	113417
33240	39372
33240	83691
33240	71376
98776	1515
98776	157707
98776	72025
66010	152394
66010	165361
66010	158415
66010	128864
66010	46844
66010	134752
66010	139384
66010	135250
98778	159470
98778	123494
66009	157190
66009	100319
98785	132858
98785	161962
98785	144807
98785	148301
98785	60834
98785	117557
98785	64762
98785	94343
98785	86074
98785	97209
98785	15192
98785	7541
98785	39231
98785	39794
98785	137442
98785	11062
98785	63131
98785	128815
98785	56035
98785	3177
98785	71583
98785	95325
98785	151696
98785	97970
98785	147403
98785	32511
98785	111634
98785	33717
98785	53445
98785	122083
98785	7816
98785	134028
98785	43074
98785	163462
33255	89299
33255	129755
33256	26226
33256	49208
33256	106018
33256	162340
33256	107309
33256	134186
33256	77990
33256	127497
33256	83967
33256	66539
33256	132647
33256	80811
33256	36663
33256	147163
33256	51698
33256	20506
33256	165603
33256	113804
33256	163601
33256	160620
33256	94343
33256	122217
33256	161302
33256	150801
33256	136751
33256	85678
33256	28229
33256	29329
33256	101303
33256	132759
33256	106732
33256	39526
33256	13441
33256	91210
33256	52465
33256	26558
33256	124451
33256	13066
33256	26642
33256	121854
33256	133572
131559	20152
131559	60786
131559	98182
131559	40559
131559	87079
131565	2223
131565	9592
131565	51804
131565	148301
131565	61527
131565	88416
131565	82861
131565	96885
131565	45530
131565	145597
131565	145101
131565	41490
495	7659
495	37662
495	89631
495	132858
495	72283
495	12501
495	150948
495	26453
495	140203
495	151080
495	126214
495	43913
495	165361
495	115200
98802	39372
98802	21197
98802	6927
98802	107343
499	165082
499	147993
499	10327
499	88765
499	51506
499	44990
98806	113417
98806	108270
98806	157791
98811	16379
98811	100124
98811	159498
98811	141010
33278	25022
33278	35537
33278	40078
33278	63985
33278	154551
33278	112877
33278	56895
33278	68902
33278	69862
33278	115763
33278	73612
33278	95306
33278	62396
33278	52266
33278	27783
33278	8619
33278	148537
33278	106303
33278	134445
33278	22945
33278	33993
33278	92261
33278	15950
33278	39054
33278	149440
131584	22887
131584	137899
131584	140203
131584	46844
131584	152394
131584	60834
131584	12501
131584	73811
131584	52818
131584	93883
131584	139194
131584	137321
131584	94667
131584	165450
131584	166573
131584	39573
131584	6112
131584	14442
131584	18309
131584	68936
131584	155129
131584	109550
98817	141083
98817	28326
33287	39372
33287	20152
33287	128864
33287	41854
33290	99245
33290	107077
33290	50251
33290	91040
33290	9709
33290	107343
33290	49824
66062	152394
66062	58281
131598	53288
131598	104580
66064	47245
66064	141203
66064	100513
66064	30571
33297	42827
531	100109
531	22887
531	137899
531	65131
531	91040
531	107508
531	25088
531	15192
531	18598
531	78547
531	67056
98836	113417
98836	137899
98836	8176
98836	83691
98836	108809
98836	51508
98836	38568
98836	30288
98836	69817
98836	26150
98836	151696
98836	155794
98836	30735
98836	57260
98836	34335
98836	30507
131605	153591
131605	8176
131605	108809
131605	106559
33302	37597
33302	125198
33302	152394
33302	161962
33302	89020
33302	16421
33302	159683
33302	128864
33302	139764
33302	123494
33302	63889
535	64241
535	60834
535	75077
535	153591
535	90737
535	39016
535	155092
535	145667
535	97012
535	5442
535	158212
535	132759
535	85040
535	158014
535	145638
535	71353
535	147675
535	150899
535	64202
535	60746
66072	165954
66072	125445
66072	51551
66072	117098
66072	63760
66072	50251
66072	155092
66072	92881
66072	144152
66072	30408
66072	164686
66072	10669
66072	141810
66072	67777
66072	140660
66072	9376
66072	126874
66072	82861
66072	79771
66072	76799
66072	114151
66072	29725
66072	137306
66072	71846
66072	30072
66072	86313
66072	124324
66072	39279
66072	37521
66072	92385
66072	41544
66072	164849
66072	79945
66068	47353
66070	113417
66070	85484
66070	1515
66070	7036
66075	77874
66075	162374
66075	75077
66075	72283
66075	83955
66075	20736
66075	142753
66075	17588
66075	80948
